ID_POSTULANTE,EDAD,SEXO,DEPARTAMENTO,PROVINCIA,DISTRITO,UBIGEO,ESTADO_CONADIS,DOC_ID
F4D0403397FFAD66D4CE5C943DA9EEF4,25,F,LIMA,LIMA,SAN JUAN DE LURIGANCHO,150132,1,bad5799ea25146a6b2985dc84959d02b
A2C259F1E513C05C0BE1BCA1FB9B3E86,20,F,LIMA,LIMA,VILLA EL SALVADOR,150142,1,fe4bc0a27e4f4fce80d8b85030c76611
118F120E664E30D7394651A361A902F2,56,M,LIMA,LIMA,PUENTE PIEDRA,150125,1,d9cc8a2736934ae4810140e4407060d1
83419FF790D5005F4C36805E7A3D0DFB,39,F,LIMA,LIMA,SAN JUAN DE MIRAFLORES,150133,1,94560120eea942049ac863c9c5332db2
BBD903D446CC2F03E9061A679A550318,29,F,LIMA,LIMA,SAN JUAN DE LURIGANCHO,150132,1,c0fef4d5072d412490659fd2d9dc4142
7EC7E46746036A516270F69CBDE75E53,27,M,LIMA,LIMA,PUENTE PIEDRA,150125,1,946dd8128b8942c995fb39915b2d7e07
00C8F06F0CDB1B1F9331D92F4656D560,33,M,TUMBES,TUMBES,TUMBES,240101,0,c1fc69af009c4150a1dd0fd5abf5ba8c
D93B3D7650696D5B93F3DA79F57AFE5F,54,M,LIMA,LIMA,CHORRILLOS,150108,1,50b7634a410e40ee8df5eb92c27ffff2
9EB506617135B95F8CC66EE86AFB174D,41,M,ICA,ICA,ICA,110101,1,5630840614bd4586b188c9f7e3b797e2
0A1CF196F96B84BEE97E93520F0DB72D,24,M,CALLAO,CALLAO,CALLAO,070101,1,778fe89e30eb47dca0d150ca4d55587f
440CD35C0A346254A040A0F72BA1279C,33,M,MOQUEGUA,MARISCAL NIETO,MOQUEGUA,180101,1,3bed646558964391a1b57a1ad16483c2
962E0D9B970E41A93FC2340AA8B406DD,22,M,LIMA,LIMA,SAN JUAN DE LURIGANCHO,150132,1,bd5365bbee96426e929ab04a50047ab3
7B7EB29243DEEF56CC6CC710C5A88923,29,F,LIMA,LIMA,SAN ISIDRO,150131,1,84c6def110f9411e9208b4a9ffee311e
56E6C4F845217042EE69FD4415B9E14E,53,M,LIMA,LIMA,SAN MARTIN DE PORRES,150135,1,a1575784d4d344ba99f9f01d2ea26caa
D8DAD5AACA9E232A5B1107F5FA6F68F7,31,M,LIMA,LIMA,LOS OLIVOS,150117,1,e372079490e7463e9e9ce02460c6cae8
9E943C9AC683A27F9149B1EE6C264C09,47,M,LIMA,LIMA,COMAS,150110,1,7f3336e6c0af42219e94c648a5fc28a0
CAA24A38CEED6B3D3063F5BADA1D9A3B,19,M,LIMA,LIMA,SAN MARTIN DE PORRES,150135,1,892d1b3900e44db2922378dfc1924551
704E1619FC6B7A122D65C5EEC0248768,22,M,ICA,ICA,PARCONA,110106,1,6a839741498f4c4685cdf61d68bf7604
A8391C9DA9731334EC048104A28DE252,24,M,LIMA,LIMA,LIMA,150101,1,83248b43a9d54a699879a8ec3b7de713
A17D8A6B77DEF3EF5BBCB5B6AFC22026,49,M,ICA,ICA,ICA,110101,1,cea17cc968fd40da86b50e9f742a8298
60B9C7F418197146DB314C6C64ED4093,28,M,LIMA,LIMA,SANTIAGO DE SURCO,150140,1,8b3f654ded224c27800c257e04bdaf32
DA3036BE3855EB9A42CE861977D3FEF0,40,M,LIMA,LIMA,CHORRILLOS,150108,1,763b11be8ad148ad87e853aede2d6502
B14EEF12B79C50B06FFE1AF832812B42,39,F,LIMA,LIMA,COMAS,150110,1,cb24bdc09f874106b0ccb164dce87a82
0F81B047222C179C20BFEEF2B050F038,44,F,LIMA,LIMA,SAN JUAN DE LURIGANCHO,150132,1,b7a1de619a984ee69200479307d52df6
0D7D20D04B2E3F243730B0E2BC4700DC,25,M,ICA,ICA,LA TINGUIÑA,110102,1,6d6aff21502a41d399f732e13429d04b
035CA5B91579A71F324ABBA7C61ECBBD,41,M,LIMA,LIMA,LINCE,150116,1,fcf57c771dcb4008a61e7efdb8cfb308
A74C9CC33C58DF9F60B24972911D01B7,27,F,ICA,ICA,ICA,110101,1,abdebaad294c4870ab0aa2badb43af2c
DCEEC7ACFA091F56E881C53F857626C9,21,M,LIMA,LIMA,INDEPENDENCIA,150112,1,ba2eebb8fd6e49d191a6ffcf2a0e1b7d
001A3678CACF4EA11A20F88A8EA80CEA,28,M,LORETO,MAYNAS,SAN JUAN BAUTISTA,160113,1,d54c25604a5a48bcaa53f76ee7002e9e
1B2576DC7715A014FC207453D1E52667,35,M,LIMA,LIMA,LIMA,150101,1,cac6cf8bab6b45d99a603450eb2d9ef9
C9ED368C657CF1624C9FAA25FAC0B914,45,F,LIMA,LIMA,PUENTE PIEDRA,150125,1,b174a5a80e4e490bafc09d92b68ed1a6
74D1F0CE6EFE7118B786DC694997D658,31,M,LIMA,LIMA,SAN JUAN DE MIRAFLORES,150133,1,b2aefbd3119d4f2196d53c2e6951abd4
7FB2797F75E2A693A670AD53B2D930C6,27,M,CALLAO,CALLAO,CALLAO,070101,1,4d8ca4aa556e401cb3a2a8d88473e9b6
96BA352138A42564C3127AF424B9D7F4,28,F,LIMA,LIMA,JESUS MARIA,150113,1,b73d63fb105e47bbb9b4ec9c3111d226
2A1E0F8FAE30C9626F94BBADCC53D3E4,36,M,LIMA,LIMA,SAN MIGUEL,150136,1,bb5ba58b7e2e40b28bde38c65a39d600
7C02944BD7BF9F7BDB0377C5EC7B067A,28,F,LAMBAYEQUE,LAMBAYEQUE,JAYANCA,140304,1,f75233bc9e2343b9adaac17ee22e9b6a
FBC71990BA3BD9C8948AD8E7461A7406,36,M,LIMA,LIMA,LIMA,150101,1,7d5bfdc3f8a4412bb397ab3331c76b03
91F0590046C609FBFA1061B55EB939EC,48,M,LA LIBERTAD,TRUJILLO,TRUJILLO,130101,1,3eda4943ba464f3c8d620f692da7daba
DA728DA5CD155A5B9474508D12EE0862,33,F,LIMA,LIMA,SAN BORJA,150130,1,bb0b2b8753414506af2f5d5dd053885f
E0ED13E6286638FAAA795E5D6971B096,42,M,LIMA,LIMA,RIMAC,150128,1,9ccc63a6bb9a42aea76e66c5bd03cb24
C1C3B4141C8E209E52F9E6B5DA1A602A,25,M,LA LIBERTAD,TRUJILLO,TRUJILLO,130101,1,5f8690c010fd46c3a5450708f8c71b17
F6492A279209733A52F555C04F409A7D,54,F,LIMA,LIMA,CARABAYLLO,150106,1,6b24b259fa554a45b6d2d26a2bdd95cf
32E98EBAFD30B41CEA4CE914E504A7FD,24,M,LIMA,LIMA,SAN MARTIN DE PORRES,150135,1,66494a064da649f6936f235835cd1cef
DFD44931D2EACB683AC8BE4BF80FC115,40,F,ICA,ICA,PARCONA,110106,1,f18ff9a577a14853b46f2b03c5dccff8
56BAF334202ED2F25C4CCCA20C43BE7B,43,M,LIMA,LIMA,VILLA EL SALVADOR,150142,1,796e8122a5fd4d0ea6d8130ba58b8419
F73170F510D2A9837605BA5B85ECE1D4,29,M,LIMA,LIMA,LOS OLIVOS,150117,1,d3cb941f8aa140428ae5dbeece8d0b44
A796C2E10835C6E41A8084BD24CE1020,22,M,LIMA,LIMA,PUENTE PIEDRA,150125,1,c3fee34630584a0dba8588d5d85d6f99
792747DD71474B74A1B470A79D53FFB8,48,M,LIMA,LIMA,SAN JUAN DE LURIGANCHO,150132,1,6c33a68427f5474b94876dedbb7bfd55
F78E6CFB7E02B4A1214E2F07EF4C4153,33,M,LIMA,LIMA,INDEPENDENCIA,150112,1,e3181e5018754df4804508d7447e9e50
3CCCF11DB6201FB0AD13AE409BECD742,24,M,LIMA,LIMA,INDEPENDENCIA,150112,1,d1267a3742d6484e8c5dee48a9e4a4a2
5A10CAFDE1D0AB0DA1AAC233BD0181A5,29,M,ICA,ICA,ICA,110101,1,988d6e5eae444013bf1c30c46cf1df27
E8D48E35062B5D5053CCD9FFE7105FD6,20,F,LIMA,LIMA,SANTIAGO DE SURCO,150140,1,d5c9f2fb532f43d1ab83fa9ddd798cda
108A37460CE1D6F92C7FA028B33579CA,20,F,LIMA,LIMA,MIRAFLORES,150122,1,a379aaef281b4ca686a9f00a09aa1646
31AEF6ED6AD67306FF2FEDA94F9C2A80,19,F,LIMA,LIMA,SAN JUAN DE MIRAFLORES,150133,1,a18f05283b4c4aff82c762f360ddf61d
3B72758183D3D8A4945A937C4B56555D,29,F,LIMA,LIMA,SAN JUAN DE LURIGANCHO,150132,1,406a7fc865474c378fe545ac5ce77e61
3A8921F502B6BFDD2FF963EA630BD0E5,33,M,LIMA,LIMA,SAN JUAN DE LURIGANCHO,150132,1,b774523b596941cdb4ead7a03158b80e
D3F0722D62D1F2F74CA2893CB234E9E3,43,F,LIMA,LIMA,JESUS MARIA,150113,1,82df2b0455a44b64864f424a32050d15
2A9107054DF6D34D8FCFAFA19F74DD9D,20,M,LIMA,LIMA,SAN MARTIN DE PORRES,150135,1,ec4df45761f5474185b813527446774c
1C8DFBA253A598685F253C4A776C5E50,49,M,LIMA,LIMA,MAGDALENA DEL MAR,150120,1,c6367c0f5a56403092266ba1b009846f
FA15D3B256958C4114EB277AC66CCD21,22,M,LIMA,LIMA,LIMA,150101,1,5bd6473f187b498e8cff0054cf7f047d
7841CE29C6D60077D32C3A0BB4ABE78B,46,M,LIMA,LIMA,SAN MARTIN DE PORRES,150135,1,8c21f3980e474bca8fff0ebaef00d410
B7DC3089F294AA61EFBE2F1D6161EBA1,38,M,LAMBAYEQUE,CHICLAYO,PUCALA,140119,1,ba0891d1e1894225a52806741b1522fb
1127DD100759A8281F5F8771D986451A,47,M,LIMA,LIMA,ATE,150103,1,829ded84ee364678bf5fffa2612a46e5
AE5FE3F5EFBC6AADBABA339E34ABD017,27,M,TACNA,TARATA,TARATA,230401,1,fe2f9a5df80d4169813e7ac1b389e058
D078B59BDCFBB775D676005D97A28052,39,M,LIMA,LIMA,SANTA ROSA,150139,1,5db9166f9ae1446590c6b5cabe2ae730
EEBD7630CB41A16ED343BA7140D6C242,47,M,LIMA,LIMA,VILLA MARIA DEL TRIUNFO,150143,1,edbbd28e059b41ccbbb53ce68ff2c474
4982A1E5676291E9C1A13D42A13CE79F,36,M,TUMBES,TUMBES,TUMBES,240101,1,a731313d667b40a1bfb53f0882ac5336
E6EA6FA937F18A0B182D0B64D906868A,28,M,LA LIBERTAD,TRUJILLO,TRUJILLO,130101,1,f66f0f5e2f904499925698d69d5df133
DF6121546E9C44610EA4EE9B7A11C93A,27,F,LIMA,LIMA,SAN MARTIN DE PORRES,150135,1,6eb4e005a0464014911243cf7d190e2d
C3E1E20F6EC8413EC33D38B1E9C75DAF,28,M,PIURA,PIURA,VEINTISEIS DE OCTUBRE,200115,1,8ac67b417b3c4034b6741618aea1f1f5
E045464C1E1BD310B8596ED0B87F779A,38,M,LIMA,LIMA,LINCE,150116,1,cc34eae7bd474642a931261b4058030c
169B625BEA9052E54610D4DBDDA5E9D1,28,M,LIMA,LIMA,COMAS,150110,1,e97ceb1d7ac149529265b65dae25ff1b
B508F52879EBE84B822D508D7E92062B,25,F,LIMA,LIMA,LA VICTORIA,150115,1,a6b82fe0e0214b6b899c17cc740b8f41
85E4FA51DE9EF1FE06336E964544F27E,41,M,LIMA,LIMA,SAN JUAN DE LURIGANCHO,150132,1,7d4cf35eb45049afb6863decfbc6cfed
A7DD919DAAC1912B0AF5F349EB99DF56,30,M,LIMA,LIMA,SAN JUAN DE LURIGANCHO,150132,1,dd90427806cc4a169bd18b8f03a59a13
BAFD3408E33FF84EB3445F1F57D94443,19,M,CUSCO,ANTA,CHINCHAYPUJIO,080304,0,ae3c4393bac94fe2a2c87cb55e917424
0C2A61D7F49A49DAE4784D836CA846D6,28,F,CALLAO,CALLAO,VENTANILLA,070106,1,60bc3da860384619b1c226fb7bb9b82d
7FDE0822DEDF00075616F8ACF37C14B6,28,F,CALLAO,CALLAO,MI PERU,070107,1,47383391cf4b4c59bce43054a244a541
2A90253041D48DAEF5035BDE670EF3F5,41,M,LIMA,LIMA,LOS OLIVOS,150117,1,526f5e06485b485c9282415dff7f6e94
E94AABBE2741FEC84CE9FC1339C9E87C,23,M,LIMA,LIMA,SAN JUAN DE MIRAFLORES,150133,1,3b415bd772a046b08e6fef2ce5ba1781
DEF5D03B16BD1C867A2B94960AAEAD15,35,M,LIMA,LIMA,VILLA MARIA DEL TRIUNFO,150143,1,dd3ba86440ee487aafcc9fdfd06c6c00
6CF8A40E5B98473C342298F52042EB36,40,M,SAN MARTIN,LAMAS,PINTO RECODO,220506,1,a6729a2ff2bc44d4a534d8609bd81e99
3713EB179878609202F97E30DE4D5126,25,M,LIMA,LIMA,EL AGUSTINO,150111,1,c0d25a50fe814f50aa43471a44b48102
52CEB0DB8015F6009DC72D4B4A97090A,36,M,LIMA,LIMA,VILLA MARIA DEL TRIUNFO,150143,1,c0054370ce6a415ab31b2a2e74b7cdc0
804470FF5AB9F90642183405E20D9C59,31,F,LIMA,HUAURA,HUACHO,150801,1,febb0616d2864d30aecc776c20043efc
6770F12869D8D090B660BC67F36A9B95,45,M,LIMA,LIMA,SANTIAGO DE SURCO,150140,1,7a2f3aeaf64048f88f1639973a440d56
7C7F3B454E07A04ECCDE6899BB5F5F79,22,F,LIMA,LIMA,SAN MARTIN DE PORRES,150135,1,ff54383fd31749ae9bc330bf887133fe
D09F390B54521C48F8AD9ACBE2A42271,48,M,LIMA,LIMA,SANTA ANITA,150137,1,5440a1b99abb4048b7a77d45b77e6d89
E391997BD526A092AC4D7F9B50DA8904,23,M,LIMA,LIMA,SAN MARTIN DE PORRES,150135,1,b49f5622e5cf4fb2af32598cdcb115bb
0FED8F3A7B01206E865830667EE747D0,38,M,CALLAO,CALLAO,VENTANILLA,070106,1,829d260cf6a0462595039315cbb38210
07EB50B47EA6BA64F9F35C41B376F2F1,27,M,AREQUIPA,AREQUIPA,MIRAFLORES,040110,1,da6f0f83639741e5a0d300d7ac5ff791
96A132B46AABF19E7F5B56508BCF15FF,36,M,LIMA,LIMA,ATE,150103,1,b7b6cbf1bed74444b55c0412c3396bc3
4BD03700E288911DD9B8415D3B8C5082,54,M,LIMA,LIMA,SAN JUAN DE MIRAFLORES,150133,1,b62d26cceba44162b0c80ebd1db47673
1767AE3F8FFEC269D9ED0AC0EDE68D90,27,F,LIMA,LIMA,SAN JUAN DE LURIGANCHO,150132,1,c2148a18b35247779f6a8d2bd43284d7
025563318505FA2A20BBC559739587D7,62,M,ICA,ICA,PARCONA,110106,1,a551298d3159458e8ac841236f1bcd09
A6DA9A03AFF47A0039979BDBCD81B507,21,F,LIMA,LIMA,LIMA,150101,1,4ee8c42505a54c1b935ad2b907bc9195
569500BD188473D1E8EF59F005E7152E,26,M,LIMA,LIMA,VILLA MARIA DEL TRIUNFO,150143,1,4e15b1c278254dd3a3124b43747812a1
F9F5044F1AC70110D8A574F3EE5A81A8,22,M,LIMA,LIMA,BREÑA,150105,1,f05e4749ee9641cfb6a578a11322e621
7D700634E8382D8F76EE00C4D2FB50B4,28,M,LIMA,LIMA,SAN MARTIN DE PORRES,150135,1,3b19dd0dae734d4881ab5b97753f5e89
1F9E836AF3570657BAF6AACB5FBA5712,42,M,ANCASH,SANTA,CHIMBOTE,021801,1,a61b8d4375d348659cb8113330361f2b
78447F6C644A984BC31FC82C7E1AF394,52,M,LIMA,LIMA,SAN JUAN DE MIRAFLORES,150133,1,54a30ee2360848d996491611eea17fd4
30B85A666E1FD00BA2A35C2FE8EB0DF9,25,M,LIMA,LIMA,SAN MARTIN DE PORRES,150135,1,0d994ab059b5418097724cd1519b8c04
260658A06AB7EB6EAE95E4032AA6B258,24,M,ICA,ICA,LA TINGUIÑA,110102,1,0445ff05552b400f89d980418f13938b
186BDF5B3DC3F5DD193D3240082DDD1E,29,M,LIMA,LIMA,LIMA,150101,1,028e449cb6774012ad582b005228e0da
1EF062BF592693626C0C29CBFDD253B8,22,M,ICA,ICA,ICA,110101,1,01b1a0b01b2a47c286d85dae6442b7b7
628BBB199C25BFE3A6D7C1C2B87343FB,41,F,LIMA,LIMA,SAN JUAN DE LURIGANCHO,150132,1,0ad78c3ca27743dfa540796c1d4b1cce
A5DCF1D903CB62A1E414FE0F6CDA3C6A,34,M,ANCASH,HUARI,UCO,021016,1,054ef44c21c3481988f203a72ebab86b
91D75BEF171C03CAFD28CB38892047CA,49,M,LIMA,LIMA,CHORRILLOS,150108,1,b9314f1b711c46bda9bf799c99c9d882
44089677642C92E51258ED42E69F34AF,18,M,LIMA,LIMA,SAN MARTIN DE PORRES,150135,1,184bd9e81de04740ada286aac0948ebb
71C0FA7A6889612A7FF2685035E36DBD,26,M,ICA,ICA,ICA,110101,1,188b89ec426d43d7908900536e1720ee
25FD70388ECD62891DBC74CDB0F8AE74,40,M,LIMA,HUAURA,HUAURA,150806,1,18981cd66d38439d9bb2d3c524301238
94A503CD735265AB8E893E244B3B89CD,28,M,LIMA,LIMA,SAN MARTIN DE PORRES,150135,1,1785b4c079c3449ca5adf72ba9db22e9
9355F9F3447E21D8783015AFB9DE9A02,30,M,HUANUCO,LEONCIO PRADO,RUPA-RUPA,100601,1,1431c65aa1634a01bbcd4d6ce55f8a96
DB51BEFC024B9DA74B9EE19A6B208F0A,31,F,LA LIBERTAD,TRUJILLO,TRUJILLO,130101,1,049cab1170d34d14aa631e31f7327e13
DD0C5B700CF5C1D3418F129411ABC0EA,30,F,LIMA,LIMA,LA VICTORIA,150115,1,14a5db66398e41308db0af79c0e2184e
581F5EA35CC43025EE218E6D003F7178,23,M,LIMA,LIMA,SAN MARTIN DE PORRES,150135,1,072f0b98d431444b844c53364e67a50b
C60093E07246AE069DD43C0090420519,25,M,LAMBAYEQUE,CHICLAYO,JOSE LEONARDO ORTIZ,140105,1,102efadac38f43a08f12a9d591dc8ddc
719A1B1ED8F30EDA3C7DFA877935DEA2,40,M,ICA,ICA,PARCONA,110106,1,084d51f4bdc8423694ecabad9c70b64b
FFB45E91041258FC97B6E11D4450F66C,26,M,LIMA,LIMA,COMAS,150110,1,09277147dc50432c824d22be2694e99f
6936A79B893400647ED8D4D2815748D4,42,M,LIMA,LIMA,ATE,150103,1,136f3e09e6d043bbb72e4af0d09d905c
706FDE6519A42F74839A82044634224D,37,M,LIMA,LIMA,CARABAYLLO,150106,1,02fb00ee1d3441fba0e15d02eb1386b8
ABE7D7ADB96C1A725AE777B79FEE5AAA,27,M,LAMBAYEQUE,CHICLAYO,CHICLAYO,140101,1,10dce3b1322d4cec9335729dd8ccdd93
9403EF2ECD165193A3F468505790F792,37,M,LIMA,LIMA,SAN JUAN DE MIRAFLORES,150133,1,12e7564ea22142998a5d5f4274150210
A064237242BBF6D2CA6177AD9AF8E734,34,M,CUSCO,CUSCO,SANTIAGO,080106,1,0fc58d5b1e504169aee18f336451f96d
A143D6820C2B3663272143FF4CA2F830,40,M,LIMA,LIMA,SAN JUAN DE LURIGANCHO,150132,1,0dfd37cae4c54127a3c5c185a256226e
BE24EF47E0A5B37543B49B5E05DAD0E3,42,M,LIMA,LIMA,PUENTE PIEDRA,150125,1,1cb90edeaa9a410d8d1633e30ecb8c9d
3D614ADD920BF4B7F451E48409A3CC4F,46,M,LIMA,LIMA,SAN JUAN DE MIRAFLORES,150133,1,1f79d999341244a2a5f9386bf612bcc8
21225322DC0A3FB1D1852C8EA1146447,44,F,TACNA,TACNA,TACNA,230101,1,0fa32bdaf8644c84a8b994b0aa92e5c9
BD092E4C850F8B233B7F9B215ABEEEDB,21,F,LIMA,LIMA,SAN JUAN DE LURIGANCHO,150132,1,15254485701549479435be50395b1b73
B185E2CA7A91F2DD547D86B1BEE6E897,30,M,LA LIBERTAD,TRUJILLO,HUANCHACO,130104,1,1fb3994889984bbbaa3e65f113537a0c
86637411133A9BF2F756D708B02BFDA4,47,F,LIMA,LIMA,CHORRILLOS,150108,1,1efb1b78212c4aa19799113d494a6b38
